2016-06-22 16:11:31,279 [Dummy-1:11080] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:37:19,753 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:37:19,776 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.017) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`category_id` = 2 ORDER BY `blog_article`.`date_publish` DESC LIMIT 2; args=(2,)
2016-06-23 13:37:19,808 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.028) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 3; args=(3,)
2016-06-23 13:37:19,812 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 3; args=('*', 3)
2016-06-23 13:37:19,815 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 2; args=(2,)
2016-06-23 13:37:19,821 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 2; args=('*', 2)
2016-06-23 13:37:19,829 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`click_count` DESC; args=()
2016-06-23 13:37:19,835 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`score` DESC; args=()
2016-06-23 13:37:19,836 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag`; args=()
2016-06-23 13:37:19,841 [Thread-10:1944] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_links`.`id`, `blog_links`.`title`, `blog_links`.`description`, `blog_links`.`callback_url`, `blog_links`.`date_publish`, `blog_links`.`index` FROM `blog_links` ORDER BY `blog_links`.`index` ASC, `blog_links`.`id` ASC; args=()
2016-06-23 13:37:22,509 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:37:22,513 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:37:22,516 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:37:22,520 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) UPDATE `blog_article` SET `title` = 'python变量之字典', `desc` = '字典基础', `content` = '<img alt=\"\" src=\"/uploads/kindeditor/2016/4/0ac03c51-07be-11e6-a541-142d27f69ab6.png\" />\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">1、查看字典是否有此键</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp;&nbsp;dict.has_key（\'name\'）--&gt;返回值为bool</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<br />\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">2、添加一个项</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; adict[new_key] = value</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"><br />\r\n</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">3、更新一个项</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; adict[old_key] = new_value</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"><br />\r\n</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">4、删除一个项</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; del(adict[key])</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; del(adict)删除整个字典</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp;&nbsp;</span>adict.pop(\'key\') --&gt;返回键所对应的值\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	&nbsp; &nbsp;&nbsp;adict.pop(\'key\',\'str\')&nbsp;--&gt;如果查询到就返回key所对应的值,找不到则返回str\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<br />\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	5、比较两个字典\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	&nbsp; &nbsp;&nbsp;cmp(adict, bdict) --&gt;相同返回为0\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<br />\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	6、查看字典项的个数\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	&nbsp; &nbsp;&nbsp;len(adict) --&gt;返回值为个数\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<br />\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">7、判断是否能用来做键</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; hash(\'char\') --&gt;返回值为hash</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"><br />\r\n</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">8、返回所有键值</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; adict.keys() --&gt;返回值为所有键的列表</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"><br />\r\n</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">9、返回所有值</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; adict.values() --&gt;返回值为所有值的列表</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"><br />\r\n</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">10、返回键和值</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; adict.items() --&gt;返回一个包含所有（键，值）元祖的列表</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"><br />\r\n</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">11、清空字典中所有项</span> \r\n</div>\r\n<p style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp; adict.clear()&nbsp;</span> \r\n</p>\r\n<p style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"></span><span style=\"background-color:inherit;\"><br />\r\n</span> \r\n</p>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">12、不抛错查询字典中的键值是否存在</span> \r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\">&nbsp; &nbsp;&nbsp;</span>adict.get(\'key\',\'str\') --&gt;如果查询到就返回key所对应的值,找不到则返回str\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<br />\r\n</div>\r\n<div style=\"background-color:inherit;\">\r\n	<span style=\"background-color:inherit;\"> \r\n<pre></pre>\r\n<br class=\"Apple-interchange-newline\" />\r\n</span> \r\n</div>', `click_count` = 53, `is_recommend` = 0, `date_publish` = '2016-04-19 06:58:37', `user_id` = 1, `category_id` = 2, `score` = 99 WHERE `blog_article`.`id` = 3; args=(u'python\u53d8\u91cf\u4e4b\u5b57\u5178', u'\u5b57\u5178\u57fa\u7840', u'<img alt="" src="/uploads/kindeditor/2016/4/0ac03c51-07be-11e6-a541-142d27f69ab6.png" />\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">1\u3001\u67e5\u770b\u5b57\u5178\u662f\u5426\u6709\u6b64\u952e</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp;&nbsp;dict.has_key\uff08\'name\'\uff09--&gt;\u8fd4\u56de\u503c\u4e3abool</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<br />\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">2\u3001\u6dfb\u52a0\u4e00\u4e2a\u9879</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; adict[new_key] = value</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"><br />\r\n</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">3\u3001\u66f4\u65b0\u4e00\u4e2a\u9879</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; adict[old_key] = new_value</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"><br />\r\n</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">4\u3001\u5220\u9664\u4e00\u4e2a\u9879</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; del(adict[key])</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; del(adict)\u5220\u9664\u6574\u4e2a\u5b57\u5178</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp;&nbsp;</span>adict.pop(\'key\') --&gt;\u8fd4\u56de\u952e\u6240\u5bf9\u5e94\u7684\u503c\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t&nbsp; &nbsp;&nbsp;adict.pop(\'key\',\'str\')&nbsp;--&gt;\u5982\u679c\u67e5\u8be2\u5230\u5c31\u8fd4\u56dekey\u6240\u5bf9\u5e94\u7684\u503c,\u627e\u4e0d\u5230\u5219\u8fd4\u56destr\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<br />\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t5\u3001\u6bd4\u8f83\u4e24\u4e2a\u5b57\u5178\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t&nbsp; &nbsp;&nbsp;cmp(adict, bdict) --&gt;\u76f8\u540c\u8fd4\u56de\u4e3a0\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<br />\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t6\u3001\u67e5\u770b\u5b57\u5178\u9879\u7684\u4e2a\u6570\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t&nbsp; &nbsp;&nbsp;len(adict) --&gt;\u8fd4\u56de\u503c\u4e3a\u4e2a\u6570\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<br />\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">7\u3001\u5224\u65ad\u662f\u5426\u80fd\u7528\u6765\u505a\u952e</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; hash(\'char\') --&gt;\u8fd4\u56de\u503c\u4e3ahash</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"><br />\r\n</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">8\u3001\u8fd4\u56de\u6240\u6709\u952e\u503c</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; adict.keys() --&gt;\u8fd4\u56de\u503c\u4e3a\u6240\u6709\u952e\u7684\u5217\u8868</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"><br />\r\n</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">9\u3001\u8fd4\u56de\u6240\u6709\u503c</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; adict.values() --&gt;\u8fd4\u56de\u503c\u4e3a\u6240\u6709\u503c\u7684\u5217\u8868</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"><br />\r\n</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">10\u3001\u8fd4\u56de\u952e\u548c\u503c</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; adict.items() --&gt;\u8fd4\u56de\u4e00\u4e2a\u5305\u542b\u6240\u6709\uff08\u952e\uff0c\u503c\uff09\u5143\u7956\u7684\u5217\u8868</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"><br />\r\n</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">11\u3001\u6e05\u7a7a\u5b57\u5178\u4e2d\u6240\u6709\u9879</span> \r\n</div>\r\n<p style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp; adict.clear()&nbsp;</span> \r\n</p>\r\n<p style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"></span><span style="background-color:inherit;"><br />\r\n</span> \r\n</p>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">12\u3001\u4e0d\u629b\u9519\u67e5\u8be2\u5b57\u5178\u4e2d\u7684\u952e\u503c\u662f\u5426\u5b58\u5728</span> \r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;">&nbsp; &nbsp;&nbsp;</span>adict.get(\'key\',\'str\') --&gt;\u5982\u679c\u67e5\u8be2\u5230\u5c31\u8fd4\u56dekey\u6240\u5bf9\u5e94\u7684\u503c,\u627e\u4e0d\u5230\u5219\u8fd4\u56destr\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<br />\r\n</div>\r\n<div style="background-color:inherit;">\r\n\t<span style="background-color:inherit;"> \r\n<pre></pre>\r\n<br class="Apple-interchange-newline" />\r\n</span> \r\n</div>', 53, False, u'2016-04-19 06:58:37', 1, 2, 99, 3)
2016-06-23 13:37:22,592 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_comment`.`id`, `blog_comment`.`content`, `blog_comment`.`username`, `blog_comment`.`email`, `blog_comment`.`date_publish`, `blog_comment`.`user_id`, `blog_comment`.`article_id`, `blog_comment`.`pid_id` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 3 ORDER BY `blog_comment`.`id` ASC; args=(3,)
2016-06-23 13:37:22,595 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_comment`.`id`, `blog_comment`.`content`, `blog_comment`.`username`, `blog_comment`.`email`, `blog_comment`.`date_publish`, `blog_comment`.`user_id`, `blog_comment`.`article_id`, `blog_comment`.`pid_id` FROM `blog_comment` WHERE `blog_comment`.`id` = 3; args=(3,)
2016-06-23 13:37:22,601 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:37:22,605 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2016-06-23 13:37:22,608 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:37:22,609 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 2; args=(2,)
2016-06-23 13:37:22,612 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 1; args=(1,)
2016-06-23 13:37:22,621 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:37:22,625 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`id`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile`, `blog_user`.`url`, `blog_user`.`vip` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-06-23 13:37:22,628 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` WHERE `blog_category`.`id` = 2; args=(2,)
2016-06-23 13:37:22,630 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 3; args=(3,)
2016-06-23 13:37:22,632 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 3; args=('*', 3)
2016-06-23 13:37:22,642 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`click_count` DESC; args=()
2016-06-23 13:37:22,645 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`score` DESC; args=()
2016-06-23 13:37:22,647 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag`; args=()
2016-06-23 13:37:22,650 [Thread-12:11292] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_links`.`id`, `blog_links`.`title`, `blog_links`.`description`, `blog_links`.`callback_url`, `blog_links`.`date_publish`, `blog_links`.`index` FROM `blog_links` ORDER BY `blog_links`.`index` ASC, `blog_links`.`id` ASC; args=()
2016-06-23 13:39:34,506 [Dummy-1:15912] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:39:34,591 [Dummy-1:15912] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:39:34,594 [Dummy-1:15912] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-06-23 13:39:34,598 [Dummy-1:15912] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-06-23 13:39:36,180 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=()
2016-06-23 13:39:36,290 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=()
2016-06-23 13:39:36,305 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` WHERE `blog_category`.`id` = 2; args=(2,)
2016-06-23 13:39:36,316 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article` WHERE `blog_article`.`category_id` = 2; args=('*', 2)
2016-06-23 13:39:36,341 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:39:36,357 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2016-06-23 13:39:36,369 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:39:36,382 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 1; args=(1,)
2016-06-23 13:39:36,397 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 2; args=(2,)
2016-06-23 13:39:36,427 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:39:36,470 [Thread-2:1348] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:41:48,463 [Dummy-1:10596] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:41:48,549 [Dummy-1:10596] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:41:48,552 [Dummy-1:10596] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-06-23 13:41:48,558 [Dummy-1:10596] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-06-23 13:43:20,836 [Dummy-1:7372] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:43:20,933 [Dummy-1:7372] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:43:20,937 [Dummy-1:7372] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) SHOW FULL TABLES; args=None
2016-06-23 13:43:20,943 [Dummy-1:7372] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
